smiles,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold,split,SMILES,pC20_normalised,pCMC_normalised,SMILES_canonical,SurfTen,MolLogP,true_composite
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.04100000000003,,,,,,4.0,val,CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1,,-0.1038256337525394,CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1,393.59628,11.613199999999988,0.6328594053256718
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCC)cc1,non-ionic,25.0,3.60205999132796,30.0,2.9e-06,0.57,42.0,4.96,9.0,train,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCC)cc1,0.7481069778411891,0.3971816035946438,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCC)cc1,425.2344,5.087900000000005,0.6324817162057489
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.96257350205938,45.0,1.22e-06,1.36,27.0,5.02,2.0,val,CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,0.7976130644509303,1.6120732834875109,CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,460.65732,11.015999999999991,0.6322440488310072
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.22475374025976,39.0,9.34e-07,1.77,36.3,5.73,6.0,train,CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC,1.3834350893328728,0.9532256624969624,CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC,445.8439,7.891300000000009,0.6315508196668181
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.18000000000006,40.3,2.3e-06,0.76,31.7,3.47701188926719,0.0,train,CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,-0.4755086530114026,0.0202965761139098,CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,404.65244,8.744900000000005,0.6289655660914482
CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,25.0,4.14898639317633,,,,,,3.0,val,CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,,0.8855680325997564,CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,444.6347,11.58959999999999,0.6282521313302104
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.85387196432176,46.0,8.7e-07,1.91,26.0,5.35,0.0,train,CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,1.069896540804509,1.5150065562941897,CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,459.6196,14.136799999999976,0.6281476247719888
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.08097423541264,,,,,,1.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,,-0.068130019096901,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,398.36432,9.7612,0.6280801569644463
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,4.08618614761628,33.7,2.9e-06,0.57,38.3,5.26,2.0,train,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,0.9956374108898968,0.8294895774985523,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,443.05322,4.361800000000003,0.627709078864275
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.63827216398241,38.8,2.31e-06,0.72,33.2,6.63919135125624,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.133610185668196,2.215448903067879,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,463.34204,5.659200000000009,0.627689203482833
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,24.85,5.15490195998574,,,,,,0.0,train,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,1.7838159685092456,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,463.57214,5.79200000000002,0.6263749110693647
CCCCCCCCCCCCCCCCCCC(O)[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,non-ionic,25.0,5.29200425357707,,,,,,7.0,train,CCCCCCCCCCCCCCCCCCC(O)[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,1.906243591950331,CCCCCCCCCCCCCCCCCCC(O)[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,463.86615,1.6245999999999998,0.624691551691209
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],anionic,25.0,2.82390874094432,,,,,,6.0,train,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],,-0.2976806468221706,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],197.30203,4.748500000000004,0.624145518103247
CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.48150000000005,,,,,,4.0,train,CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC,,0.2895256860040188,CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC,422.76428,10.0885,0.6231737870140454
CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,4.26003230324049,35.3,,,36.7,,6.0,train,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,,0.9847282034903436,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,448.6494,5.091200000000011,0.6230415449798494
CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.60205999132796,,,,,,9.0,train,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,,0.3971816035946438,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,428.21082,5.019500000000004,0.6222906105642936
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.38720000000001,39.7,1.35e-06,1.23,32.3,3.91917001249555,4.0,train,CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC,-0.1106833472823363,0.2053190357133094,CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC,418.8383,10.931499999999994,0.6213997680415586
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CC)(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,3.2399590015411377,34.0,,,,,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CC)(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,,,CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CC)(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,411.2491,8.559400000000007,0.6205410919738861
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)OCCOC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.1249387366083,40.9,1.02e-06,1.63,31.1,3.75,,test,CCCCCCCCCCCC[N+](CC)(CC)CC(=O)OCCOC(=O)C[N+](CC)(CC)CCCCCCCCCCCC,-0.2502657687885992,-0.0288712346071148,CCCCCCCCCCCC[N+](CC)(CC)CC(=O)OCCOC(=O)C[N+](CC)(CC)CCCCCCCCCCCC,404.25443,9.6278,0.6203431567864042
CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.53760200210104,,,,,,0.0,train,CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1,,0.3396228405270801,CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1,426.14493,6.808300000000008,0.6201775548346476
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.96257350205938,36.0,9.9e-07,1.66,36.0,4.92,,test,CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1,0.7151029201013613,0.7191077448801553,CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1,441.33347,9.455600000000002,0.6201579650325141
CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,2.79997073344623,,,,,,5.0,train,CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1,,-0.3190564625808895,CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1,273.5475,6.395300000000007,0.618942984486383
CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3767507096021,40.1,1.47e-06,1.13,31.9,4.84940699248141,2.0,train,CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC,0.6568565276970705,1.088953718092431,CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC,452.2835,11.253399999999992,0.6187584963758241
COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,4.11013827874181,23.6,3.79e-06,0.44,48.9,5.31,2.0,train,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,1.0368924830646813,0.8508780051698556,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,445.86627,5.385000000000007,0.6185928794841266
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.50196527631297,35.0,,,36.97,,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,,0.3078004724895336,CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,425.16135,9.585100000000002,0.6183015923512428
CCCCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,non-ionic,25.0,3.53298418156156,,,,,,4.0,train,CCCCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,,0.3354992859218512,CCCCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,426.74518,3.472300000000003,0.6174930412922816
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C(=O)NCCCCCCNC(=O)[N+](C)(C)CC(=O)OCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.60205999132796,,,,,,5.0,val,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C(=O)NCCCCCCNC(=O)[N+](C)(C)CC(=O)OCCCCCCCCCCCC,,0.3971816035946438,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C(=O)NCCCCCCNC(=O)[N+](C)(C)CC(=O)OCCCCCCCCCCCC,429.6187,9.047000000000002,0.6174115038268837
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.22910000000005,,,,,,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,,0.0641411840595219,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,412.52176,10.541399999999996,0.6150378276597567
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25.0,4.30980391997149,33.0,2.94e-06,0.57,39.0,5.39,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC,1.1029005985443368,1.0291725420318996,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC,451.61813,19.1389,0.6148766292825198
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.65000000000007,26.4,1.77e-06,1.01,45.6,4.49446665894296,1.0,train,CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,0.3639947461396525,0.4399903792593759,CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,432.24164,13.035999999999982,0.6147489471396378
CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,3.682450294494629,32.8,,,,,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC,,,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC,433.49213,10.407999999999998,0.6146189266652251
CCCCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.92118081690115,,,,,,4.0,train,CCCCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,,0.6821455034834315,CCCCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1,441.48837,10.747199999999994,0.614545219917438
CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,2.77989191195995,,,,,,7.0,train,CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1,,-0.3369861582239866,CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1,266.87613,6.005200000000007,0.6145452180077967
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,,4.154153823852539,32.4,,,,,0.0,train,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1,,,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1,448.07068,7.182800000000007,0.6140072567199438
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25.0,2.92081875395238,24.0,2.3e-06,0.72,47.0,3.98701527952667,3.0,train,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,-0.0547041195206088,-0.2111433448599823,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,392.06357,7.344200000000009,0.6132388001044183
CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.04599883231843,30.0,,,42.0,,2.0,val,CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,,-0.0993618487589315,CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,402.09918,4.178200000000004,0.6118307531100625
CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,3.63827216398241,44.6,,0.97,27.9,,0.0,train,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C,,0.4295178258531674,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C,432.76535,6.207100000000007,0.6112899260769701
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.85387196432176,39.0,,,33.0,4.4,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC,0.2860501694836014,0.6220410176868335,CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC,440.32886,9.9023,0.6109020361886799
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,zwitterionic,25.0,5.3188,,,,,,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,,1.9301712700872693,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,466.31955,9.186400000000004,0.6104636136618711
CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.68402965454308,,,,,,4.0,train,CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCCC2)CCCCC1,,0.470377688056997,CCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCC)CCCCC2)CCCCC1,434.6933,12.393399999999984,0.6104626732453587
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,,5.088539123535156,42.1,,,,,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC,,,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC,466.3477,10.772099999999991,0.6102984393519088
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,4.29413628771608,38.0,9.28e-07,1.79,34.0,4.95476452285102,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC,0.7437871780881771,1.0151818863562458,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC,452.42975,11.12969999999999,0.6094884265436733
CCCCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,4.033385276794434,32.5,,,,,3.0,train,CCCCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCCCC)cc2)cc1,,,CCCCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCCCC)cc2)cc1,446.0995,11.599599999999988,0.6088471933937604
CCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.74496883665445,,,,,,6.0,train,CCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,,0.5247942776333682,CCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,437.46756,9.5612,0.6081476292870496
CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,non-ionic,23.0,4.0,,,,,,1.0,train,CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,,0.752528317771888,CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,445.5134,4.658900000000006,0.6074509654372948
CCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,3.217741012573242,30.0,,,,,8.0,val,CCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCC,,,CCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCC,414.84158,6.648100000000007,0.606386063322467
CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.2759700270644,,,,,,0.0,train,CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1,,0.1059945030215806,CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1,418.04794,8.796700000000005,0.6063129118879635
CCCCCCCCCCCC(O)OCCOCCOCCOCC,non-ionic,25.0,4.19382002601611,28.6,3.63e-06,0.46,43.4,5.33,2.0,train,CCCCCCCCCCCC(O)OCCOCCOCCOCC,1.0533945119345955,0.9256029216962552,CCCCCCCCCCCC(O)OCCOCCOCCOCC,450.96097,4.312000000000003,0.6055344889724056
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.25103713874384,,,,,,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,,0.0837302929733748,CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,416.97314,8.804900000000005,0.6055274555384019
CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.44405956218149,,,,,,5.0,train,CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1,,1.149058203889029,CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1,456.75586,9.365100000000002,0.6041234979318774
CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,zwitterionic,25.0,5.3665,,,,,,,test,CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,,1.97276572627884,CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,467.4202,9.186400000000004,0.6039717415057734
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.18045606445813,27.9,1.97e-06,1.26,44.1,4.9,9.0,train,CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,0.6986008912314478,0.0207038259583497,CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O,414.2834,9.1553,0.6018127033461063
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.04248848854552,42.79,1.68e-06,1.48,28.39,3.47,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC,-0.4812941729673931,-0.102496464776805,CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC,405.68265,7.213400000000006,0.6016910127179154
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25.0,4.44249279809434,42.5,1.25e-06,1.33,29.5,5.34,8.0,train,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1,1.061645526369552,1.147659137552076,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1,457.24536,8.533100000000006,0.6015640542739185
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],anionic,25.0,2.72124639904717,,,,,,6.0,train,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,,-0.3893545802490519,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,70.66505,4.358400000000002,0.6015163048970368
